id,summary
329500458,"장터를 돌아다니며 사진을 찍어온 사진가 이흥재와 섬진강 시인 김용택, 연탄재 시인 안도현이 장날에 관한 담담하지만 울림을 주는 이야기들을 한 권의 책에 담아냈다.정진국 미술평론가는 ""이 책장을 넘기다 보면, 시인의 한 구절은, 장터의 왁자지껄한 수다 속에서 누군가 내뱉은 한 마디가 마치 바람결에 실려와, 우리의 귀청을 때리기라도 하는 느낌이다""면서 ""카메라로 보기에 좋은 것만이 가치 있는 이미지라는 생각이 널리 퍼진 오늘날에 이 사진들은 그냥 눈으로 보기에 좋은 것 또한 가치가 있는 것이라는 생각을 확인시켜 준다""고 평했다."
329500586,김관영김관영<국회의원>
329550216,"노인돌봄기본서비스·응급안전알림서비스 수행 청주시 독거노인 통합지원센터.최명숙 청주시 노인장애인과장은 ""청주시 독거노인 통합지원센터는 독거어르신 지원사업의 거점역할을 담당하며 독거어르신 지원사업을 더욱 활성화 시킬 것""이라며 ""서비스가 필요한 독거어르신이 누락되지 않도록 촘촘한 사회안전망 구축에 노력해 독거어르신의 안전과 복지향상에 기여할 것""이라고 말했다."
329568338,황호영사진=연합(해당 기사와 관련 없음)
329571485,"박정현 부여군수신년사를 통해 박 군수는""개인의 자율보다는 공동체의 관계를 먼저 생각하고, 문화적 동화보다는 다양성을 추구하겠다. 부의 축적보다는 삶의 질을 고민하고, 일만 하기보다는 즐기면서 발전하는 방안을 강구하겠다. 일방적인 권력행사 보다는 협력과 협치를 통해 갑질 문화를 배척하겠다.""라고 강조하며""사람들을 이해하고 군민들의 눈을 통해 세상을 바라보며,돈에 휘둘리지 않고 군민들이 좀 더 쉽게 접근하고, 궁극적으로 좀 더 희망적인 정치를 하겠다.""고 말하며 포부를 밝혔다."
329571492,고용노동부가 주관하는'신중년 사회공헌활동 지원사업' 우수사례 공모전에서 충주에 사는 남승진 씨와 심종협 씨의 사례가 선정됐다.사회공헌 활동지원사업에 관한 자세한 사항은 운영기관인 '함께하는 사람들'(☎043-857-0223)로 문의하면 된다.
329588480,"<온라인충청일보> rachelnews@ccdailynews.com한편, 26세기, 기억을 잃은 사이보그 소녀 알리타의 이야기를 그린 액션 블록버스터 '알리타: 배틀 엔젤'은 오는 2월 개봉."
329622063,"[서울경제] 최태원(사진) SK(034730)그룹 회장이 신년에도 ""사회적 가치 창출에 힘쓰자""며 임직원들을 독려했다.최 회장이 제시한 행동원칙은 △회사의 제도 기준을 관리에서 행복으로 바꾸기 △핵심성과지표(KPI)에서 사회적 가치 창출 비중 50%까지 늘리기 △구성원의 개념을 고객, 주주, 사회, 협력업체 등으로 확장하기 △인사하기나 칭찬하기 같이 행복을 위한 작은 실천 방법 만들기 등이다."
329625748,홍지예 사진=MBC 제공한편 MBC '생방송 오늘 저녁'은 매주 월~금요일 오후 6시 15분에 방송한다.
329631078,경기침체로 기업 모금액 10억원 감소 2일 청주 상당공원에 설치된 충북모금회 사랑의 온도탑이 63.8도를 가리키고 있다./신동빈
329634596,"문 대통령 지난 해 강정마을 방문해 화해와 치유 약속 ""공동체 회복위한 민군복합관광미항 개발사업 속도 내야""강 의원은 ""문재인 대통령이 지난 해 직접 강정마을을 방문하고 화해와 치유를 약속했다""며 사업의 속도를 거듭 강조하며, ""행안부 위원으로서 제주도민과 강정마을의 공동체 회복을 위해 민군복합 관광미항 지역개발 사업의 실질적 진척을 위해 나설 것""을 약속했다."
329645172,"학교 주관 구매 입찰시행 이후 최초 적발공정위 관계자는 ""제도 시행 이후 최초로 적발한 담합 사례로 향후 교복 구매 시장에서 경쟁질서를 확립하는데 기여할 것""이라며 ""서민의 부담을 가중시키는 담합 행위를 지속적으로 감시하고 담합 행위가 적발된 사업자들은 법에 따라 엄중 제재할 계획""이라고 말했다."
329645292,중부매일 [중부시론] 한병선 문학박사·교육평론가2019년 기해년(己亥年)에는 남과 북이 공존을 넘어 상생의 관계로 발전해야 한다.
329654213,與 “고성·비방만 있는 정쟁 중단”박태우 이석주 기자 yain@kookje.co.kr .
329655638,이종억 조례제정 거쳐 2억1600만원 들여 14개 학교 720명 수혜 예상 (동양일보 이종억 기자) 옥천군이 올해부터 중·고교 신입생과 전학생을 대상으로 교복구입비 지원에 나선다.옥천 이종억 기자
329673395,장지혜 당위성 주장 예정/장지혜 기자 jjh@incheonilbo.com
329726975,"옥천군 평생학습원 어린이 독서교실·문화프로그램 수강생 모집임홍순 평생학습원장은 ""겨울방학동안 어린이들이 도서관에서 책을 읽을 뿐만 아니라, 다양한 분야에 관심을 갖고 재미있게 학습하면서 소중한 추억을 쌓길 바란다""고 말했다."
329731977,"한겨울, 열대 과일 특별한 힐링 공간 영동 세계과일조경원에 바나나 등 열대과일들이 하나둘씩 열리며 방문객들에게 색다른 볼거리를 제공하고 있다.한편, 세계과일조경원은 2016년부터 2년간 신재생에너지 설치 사업과 충북도 3단계 지역균형발전 사업으로 총 7억원이 투입돼 2017년 11월 조성됐다."
329751372,"김지철 충남교육감이 3일 일정을 모두 취소하고 화재현장인 차암초를 찾았다.화재는 마감재인 스티로품에서 발생했고, 골조에까지 영향을 끼쳤는지는 안전진단 후에나 확인될 것으로 보이기 때문이다."
329755915,"블랙핑크가 K팝 아이돌 그룹 최초로 미국 최대 음악 축제인 '코첼라 밸리 뮤직 앤드 아츠 페스티벌'(이하 코첼라) 무대에 선다.코첼라 출연을 비롯해 '역대급 프로모션'을 예고한 블랙핑크는 미국뿐만 아니라, 오는 1월 11일 방콕을 시작으로 데뷔 첫 월드투어를 펼치며, 세계 각 지역의 팬들과 직접 만날 예정이다."
329760298,[김민정 기자 treemm23@imaeil.com] 사진.최고의 스타들과 함께하는 마법 같은 목요일 밤 KBS 2TV '해피투게더4'는 오늘(3일) 밤 11시 10분에 방송된다.
329767685,"지원해야 한다는 목소리가 거세지고 있다.권미혁 의원은 ""갈수록 심화되는 공동체의 급속한 붕괴는 은둔형 외톨이와 같은 새로운 사회고립자를 양산하고 있다""며 ""정부는 이들을 방치해서는 안 된다""고 강조하며 ""앞으로 청소년 세대를 넘어 장기화, 고령화되는 은둔형 외톨이에 대한 대응법안도 준비하겠다""고 말했다."
329767902,"""오색찬란한 형형색색의 빛줄기가 진안의 새로운 볼거리로 자리매김 할 것 같네요""행사를 기획한 마이산 명인명품관 이명기 관장은 ""겨울축제를 통해 진안 고유의 역사와 문화, 명인명품관의 전통공예 문화를 알려 진안 관광 활성화는 물론 지역 경제 활성화에 도움이 될 수 있도록 최선을 다했다""며 ""많은 관광객들이 방문해 소중한 추억을 만드실수 있도록 다음 행사에는 더 활기차고 다양한 볼거리 먹거리를 준비하겠다""고 밝혔다."
329786519,"동주대, 교육부 대학 평가 최우수 등급인 자율개선대학 자축하는 시무식 거행디지털콘텐츠팀 ."
329786562,양승조 충남지사가 어제 오후 기자간담회 도중 몇 몇 도의 주요정책 분야와 관련해 존재감이 묻어나는 언명을 한 모양이다.특히 양 지사의 권력의지에 따라선 '전국구 인물'로 클 수도 있는 법이다.
329786606,7~11일 충북신용보증재단 본점 등 5개소 신청자세한 내용은 충북신용보증재단 홈페이지나 전화(☎043-249-5700).
329794458,"정현 안양시가 안양스토리북을 600부를 발간해 관내 초등학교, 시립도서관과 작은도서관, 마을문고, 공공기관 민원실 등에 비치할 계획이다.시 관계자는 ""그동안 다양한 지역역사 수록집을 발간했지만 학술적 집필방식으로 활용도가 낮았다""며 ""새로운 집필방식으로 안양스토리북을 발간하게 됐다""고 말했다."
329794948,김성주 국민연금공단 이사장 “교육부 인가 후 설립 수월 신규 펀드매니저 양성 추진” 황성조l food2drink@naver.com황성조 food2drink@naver.com
329813824,"조석준 (동양일보 조석준 기자) 롯데아울렛 청주점은 3~9일 7일간 커리어, 스타일리쉬 방한의류 특집전, 아웃도어 신년 축하 인기상품전, 패션&장신 특집전, 모피 특종 상품전’ 등 다양한 신년 축하행사를 진행한다.조석준 기자"
329845367,"맨체스터 시티의 르로이 자네(오른쪽)가 리버풀과의 홈경기에서 왼발 슈팅을 날리고 있다.반면 펩 과르디올라 맨시티 감독은 ""우리 팀이 초반부터 돋보였다. 선두와의 격차를 줄여 기쁘다. 모든 가능성이 열려있다""고 소감을 전했다."
329849394,"소득이 낮고 시골에서 살수록 당뇨병, 고혈압, 비만 등 만성질환에 걸릴 확률이 높은 것으로 나타났다.또 ""지역별 격차가 큰 남자 흡연율, 남녀 고위험음주율, 당뇨병, 남자 비만율에 대해서도 정책 검토가 필요하다""고 강조했다."
329860185,[서울경제] 배우 염정아가 'SKY 캐슬'의 흥행 이유와 인상 깊었던 대사를 전했다.배우 염정아의 영상 인터뷰는 JTBC 유튜브 인터뷰 코너 'JTALK'과 디지털 뉴스레터 '월간 JTBC' 1월호에서 볼 수 있다.
329865956,"노원구 6일 공개관측 6일로 예정된 부분일식을 함께 볼 수 있는 자리가 마련됐다.오승록 노원구청장은 ""올해 7월 3일에 개기일식이 있지만 국내에서는 볼 수 없고 12월 26일 금환일식은 우리나라에서는 부분일식으로 보인다""며 ""국내에서 쉽게 보기 어려운 천문현상이니 만큼 많은 분들이 참여했으면 한다""고 말했다."
329909491,석문중학교·당진화력본부한수미 d911112@naver.com
329929991,착한 브런치 카페 tvN ‘커피 프렌즈’가 흥미진진함과 진정성 모두 잡으며 성공적으로 첫 방송을 마쳤다.권영미 기자 kym8505@kookje.co.kr .
329940122,‘프리스트’ 악마의 사제에 맞서는 연우진을 돕기로 한 정유미의 공조는 어떻게 전개될까.권영미 기자 kym8505@kookje.co.kr .
329940174,디지털뉴스팀 사진제공: KBS 2TV '은밀하고 위대한 동물의 사생활' 캡처프로그램 안에서 문근영은 또 어떠한 이야기로 시청자들을 웃고 울릴지 많은 이목이 쏠리고 있다.
329949843,그룹 아이콘이 골든디스크어워즈 디지털음원 부문 대상을 수상했다.빡침해소! 청춘뉘우스~ [스냅타임▶]
329957738,유시민 노무현재단 이사장의 팟캐스트 방송 ‘유시민의 알릴레오’가 5일 첫 방송부터 흥행에 성공했다.김진룡 기자 jryongk@kookje.co.kr .
329964546,"법원 ""징계 절차에 일부 문제 있지만 학교측 조치 합당""학교폭력 가해자로 징계를 받은 여고생이 징계 절차 상의 일부 문제를 이유로 부모와 함께 교장을 상대로 5,000만원의 손해배상 소송을 냈으나 패소했다.재판부는 ""설사 학폭위 구성에 문제가 있어 원고가 받은 조치를 무효로 할 사유가 있다고 하더라도 원고의 학교폭력 행위에 대한 학교 측 조치는 사회 통념상 용인될 수 있는 수준""이라고 덧붙였다."
329975442,"가구당 7천∼1만 5천원 증액…주택 수선은 최대 1천26만원 지원도 관계자는 ""도내 저소득층 주거급여 대상자 모두가 지원을 받을 수 있도록 행정력을 집중 홍보토록 하겠다""고 말했다."
329975801,"강압적 직영 전환에 반대 목소리 높여한편, 시는 오는 3월부터 센터의 운영을 농협에서 반환해 직영으로 전환할 계획이다."
329982855,"불법행위로 행정처분을 받은 건설업체가 대전과 충남, 충북지역에서 해마다 급증하고 있는 것으로 드러났다.정재훈 기자"
329985493,"중소기업 58개사·충북 출신 대학생 100명 매칭청주상의 관계자는 ""본 사업을 통해 도내 우수 중소기업에 대한 인식이 개선되고 우수한 인재가 우리 지역에서 일하는 선순환 구조가 구축되길 기대한다""고 말했다."
329996727,"지역 차 부품 생산업체 직원, 대주주인 대표·아들 집단 고발신심범 기자 mets@kookje.co.kr ."
330007652,신서희 세종시교육청이 전국학교비정규직노동조합과 임금협약을 체결했다 (동양일보 신서희 기자) 세종시교육청은 전국학교비정규직노동조합과 3일 세종시교육청 3층 상황실에서 임금협약을 체결했다.세종 신서희 기자
330007659,장인철 태안만리포해수욕장에서 서퍼들이 서핑을 즐기고 있다.태안 장인철 기자
330027369,올해 3월 실시되는 조합장 선거에 입후보할 계획이던 A씨는 지난해 9월 235만원 상당 한우 선물세트를 조합원 등 47명에게 뿌렸다가 뒤늦게 덜미를 잡혔다.농림축산식품부 제공
330030942,"[서울경제] MBC 주말드라마 '내 사랑 치유기' 소유진이 제자리를 찾음과 동시에 정애리의 악행이 밝혀질 위기에 처하며 자체 최고 시청률을 또 한 번 넘어섰다.한편, MBC 주말드라마 '내 사랑 치유기'는 매주 일요일 밤 9시 5분에 방송된다."
330052115,"홍현민 태광산업 대표(왼쪽)가 7일 오전 세화여고에서 열린 '태광산업 미래 인재 양성 기금 전달식'에 참석해 기부금 전달 뒤 원유신 세화고 교장(오른쪽)과 기념촬영을 하고 있다.태광산업은 17차례에 걸쳐 348억원을, 흥국생명 50억원, 티브로드 23억원, 대한화섬 4억원, 기타 계열사 3억원 등을 기부했다."
330052736,치매안심센터에 치매관리팀과 치매검진팀 신설기타 치매와 관련한 자세한 사항은 음성군보건소 치매안심센터(043-871-2981~5)로 문의하면 된다.
330059979,[이데일리 신하영 기자] 교육부가 올해 초등돌봄교실 1400곳을 확충하기로 했다.2019학년도 신학기 초등돌봄교실 증설·확충 계획(자료: 교육부)
330064859,"무역전쟁 휴전에 돌입한 미국과 중국이 7일 베이징에서 새해 처음으로 대면 무역협상을 시작한다.하지만, 미·중 간에는 무역 문제뿐만 아니라 한반도 대만 남중국해 등 외교 및 군사 문제 또한 산적해 이들 현안이 변수로 작용할 경우 올해에도 패권 다툼을 위한 무역전쟁이 이어질 수 있다는 비관적인 전망도 여전하다."
330083628,"박영재 지난 4일 인천항만공사 관계자들이 남항 석탄부두에서 새해 첫 위험시설물 안전검검에 나선 가운데 드론을 활용한 점검 시연을 보며 설명을 듣고 있다.인천항만공사는 재해발생 위험 시설에 대한 겨울철 특별점검을 실시하고, 발견된 문제점에 대해서는 즉시 조치하는 등 인천항 이용고객이 안전하게 시설을 이용할 수 있도록 최선을 다할 방침이라고 밝혔다."
330092351,단양팔경 4회 연속 이름 올려 도담삼봉 설경/단양군 제공해발 320m에 지어진 만학천봉 전망대는 달걀을 비스듬하게 세워놓은 모양의 30m 높이로 보행로를 따라 걷다보면 소백산과 단양강이 어우러진 비경을 감상할 수 있다.
330109600,[서울경제] 종합교육기업 ㈜에듀윌을 통해 개그맨 양헌이 공인중개사 시험에 합격했다.에듀윌은 KRI 한국기록원으로부터 2년 연속 단일 교육기관 최다 합격자 배출 기록을 공식 인증 받은 종합교육기관이다.
330112087,지난 2일 방송된 KBS 2TV ‘살림하는 남자들 시즌2’(이하 ‘살림남2′)에서는 아들 재율의 예방접종을 위해 외출했던 최민환과 율희 부부가 계획에 없던 쇼핑에 나서며 큰 혼란을 겪었다.이수한 기자 .
330112228,"영재, 뱀뱀, 마크김정록 기자 ."
330113744,"호수공원길·조천 연꽃길 2곳…국토부, 화보집 발간·배포한편, 아름다운 우리강 탐방로 100선에 대한 자세한 정보는 '우리강이용도우미(www.riverguide.go.kr)'에서 볼 수 있으며, 국토교통부가 발간·배포한 화보집을 통해서도 확인 가능하다."
330119611,"유정범 대표""올해도 기술력·데이터 기반 고속성장"" [서울경제] 배달대행서비스 '부릉(VROONG)'을 운영하는 IT 기반의 물류 스타트업 메쉬코리아는 지난달 월매출 100억을 돌파하며 사상 최대 실적을 달성했다고 7일 밝혔다.유정범 메쉬코리아 대표는 ""지난해 이룬 성과를 바탕으로 올해는 2륜차뿐만 아니라, 4륜차까지 범위를 확대해 고객 편의를 증대할 수 있는 다양한 물류 서비스를 제공해 나갈 것""이라며 ""2019년에는 메쉬코리아가 기술력과 데이터를 기반한 종합 물류 회사로 거듭날 수 있도록 최선의 노력을 다하겠다""고 말했다."
330122096,"[서울경제] 신라면세점이 기해년 첫 해외여행을 준비하는 내국인 고객을 위한 프로모션에 나섰다.이 밖에도 3월 3일까지 서울점 안내데스크에 방문해서 수험표를 제시하는 고객에게는 동반 1인까지 포함해 △신라면세점 골드 멤버십 발급 혜택 △당일 사용하는 5,000원 선불카드 △5% 추가 할인 혜택 등을 제공한다."
330132444,충분한 양의 먹이로 유인하면 같은 곳에서 2차 포획 가능 황성조l food2drink@naver.com황성조 food2drink@naver.com
330133141,지역 청소년의 여가 활동을 위해 설립된 부산 해운대청소년수련관(이하 수련관)이 특정 지역 주민의 체육시설로 전락했다는 비판을 받는다.이승륜 기자 thinkboy7@kookje.co.kr .
330133202,부산 시민의 삶의 만족도와 지역 경제 전망이 모두 부정적인 것으로 나타났다.배지열 기자 heat89@kookje.co.kr .
330133205,"당초 한국감정원에 용역 계획, 시의회 “지역 기관 참여시켜라”김영록 기자 kiyuro@kookje.co.kr ."
330133759,여인호 레크레이션·연극·마술·아트쇼 진행여인호기자
330147256,강나리 해외연수 추태 비난여론 거세강나리기자 nnal2@idaegu.co.kr
330186130,"[서울경제] 샤이니 키가 오는 2월 첫 솔로 콘서트를 개최한다.한편, 키는 '놀라운 토요일', '서울메이트2' 등 각종 예능 프로그램에 출연해 탁월한 센스와 재치 있는 입담을 선사하며 많은 사랑을 받고 있다."
330191142,"대우건설(047040)은 올해 아파트 2만2470가구, 주상복합 2019가구, 오피스텔 1218실 등 총 2만5707가구를 전국에 공급할 계획이라고 8일 밝혔다.2019년 대우건설 주택공급계획(수도권은 서울을 제외한 물량)"
330195685,"디지털뉴스팀 허경환X박성광X양세찬X동우X김민규, 엉뚱발랄 로맨스 '호구의 연애' 출연 사진제공=MBC심쿵유발 여행 버라이어티 '호구의 연애'는 3월 중 MBC에서 만나볼 수 있다."
330196193,"천안종합운동장 주차장 내 장애인 주차구역에 캠핑카가 자리를 차지하고 있다.공단 관계자는 ""종합운동장 주차장은 공공시설로 특정인의 장기주차 장소로 활용되서는 안 된다""면서, ""특히 배구경기, 축구경기 등 굵직한 행사가 있을 때는 장기주차 차량이 운동장을 찾는 시민들에게 불편을 끼치는 원인이 됐었다""고 전했다."
